35629,-1,-1,-1,-1,-1,-1,-1,-1,-1
2698,1,-1,-1,-1,-1,-1,-1,-1,-1
1205,-1,1,-1,-1,-1,-1,-1,-1,-1
52,1,1,-1,-1,-1,-1,-1,-1,-1
657,-1,-1,1,-1,-1,-1,-1,-1,-1
344,1,-1,1,-1,-1,-1,-1,-1,-1
164,-1,1,1,-1,-1,-1,-1,-1,-1
37,1,1,1,-1,-1,-1,-1,-1,-1
1161,-1,-1,-1,1,-1,-1,-1,-1,-1
645,1,-1,-1,1,-1,-1,-1,-1,-1
47,-1,1,-1,1,-1,-1,-1,-1,-1
10,1,1,-1,1,-1,-1,-1,-1,-1
19,-1,-1,1,1,-1,-1,-1,-1,-1
84,1,-1,1,1,-1,-1,-1,-1,-1
6,-1,1,1,1,-1,-1,-1,-1,-1
8,1,1,1,1,-1,-1,-1,-1,-1
599,-1,-1,-1,-1,1,-1,-1,-1,-1
68,1,-1,-1,-1,1,-1,-1,-1,-1
180,-1,1,-1,-1,1,-1,-1,-1,-1
5,1,1,-1,-1,1,-1,-1,-1,-1
8,-1,-1,1,-1,1,-1,-1,-1,-1
8,1,-1,1,-1,1,-1,-1,-1,-1
22,-1,1,1,-1,1,-1,-1,-1,-1
6,1,1,1,-1,1,-1,-1,-1,-1
199,-1,-1,-1,1,1,-1,-1,-1,-1
83,1,-1,-1,1,1,-1,-1,-1,-1
33,-1,1,-1,1,1,-1,-1,-1,-1
7,1,1,-1,1,1,-1,-1,-1,-1
2,-1,-1,1,1,1,-1,-1,-1,-1
12,1,-1,1,1,1,-1,-1,-1,-1
6,-1,1,1,1,1,-1,-1,-1,-1
13,1,1,1,1,1,-1,-1,-1,-1
635,-1,-1,-1,-1,-1,1,-1,-1,-1
59,1,-1,-1,-1,-1,1,-1,-1,-1
21,-1,1,-1,-1,-1,1,-1,-1,-1
102,-1,-1,1,-1,-1,1,-1,-1,-1
32,1,-1,1,-1,-1,1,-1,-1,-1
21,-1,1,1,-1,-1,1,-1,-1,-1
6,1,1,1,-1,-1,1,-1,-1,-1
170,-1,-1,-1,1,-1,1,-1,-1,-1
94,1,-1,-1,1,-1,1,-1,-1,-1
3,-1,1,-1,1,-1,1,-1,-1,-1
4,1,1,-1,1,-1,1,-1,-1,-1
19,-1,-1,1,1,-1,1,-1,-1,-1
80,1,-1,1,1,-1,1,-1,-1,-1
2,-1,1,1,1,-1,1,-1,-1,-1
2,1,1,1,1,-1,1,-1,-1,-1
70,-1,-1,-1,-1,1,1,-1,-1,-1
5,1,-1,-1,-1,1,1,-1,-1,-1
21,-1,1,-1,-1,1,1,-1,-1,-1
8,-1,-1,1,-1,1,1,-1,-1,-1
6,1,-1,1,-1,1,1,-1,-1,-1
23,-1,1,1,-1,1,1,-1,-1,-1
4,1,1,1,-1,1,1,-1,-1,-1
146,-1,-1,-1,1,1,1,-1,-1,-1
73,1,-1,-1,1,1,1,-1,-1,-1
35,-1,1,-1,1,1,1,-1,-1,-1
5,1,1,-1,1,1,1,-1,-1,-1
23,-1,-1,1,1,1,1,-1,-1,-1
93,1,-1,1,1,1,1,-1,-1,-1
50,-1,1,1,1,1,1,-1,-1,-1
85,1,1,1,1,1,1,-1,-1,-1
661,-1,-1,-1,-1,-1,-1,1,-1,-1
342,1,-1,-1,-1,-1,-1,1,-1,-1
17,-1,1,-1,-1,-1,-1,1,-1,-1
3,1,1,-1,-1,-1,-1,1,-1,-1
9,-1,-1,1,-1,-1,-1,1,-1,-1
53,1,-1,1,-1,-1,-1,1,-1,-1
1,-1,1,1,-1,-1,-1,1,-1,-1
6,1,1,1,-1,-1,-1,1,-1,-1
140,-1,-1,-1,1,-1,-1,1,-1,-1
664,1,-1,-1,1,-1,-1,1,-1,-1
3,-1,1,-1,1,-1,-1,1,-1,-1
14,1,1,-1,1,-1,-1,1,-1,-1
1,-1,-1,1,1,-1,-1,1,-1,-1
85,1,-1,1,1,-1,-1,1,-1,-1
1,-1,1,1,1,-1,-1,1,-1,-1
7,1,1,1,1,-1,-1,1,-1,-1
10,-1,-1,-1,-1,1,-1,1,-1,-1
7,1,-1,-1,-1,1,-1,1,-1,-1
3,-1,1,-1,-1,1,-1,1,-1,-1
1,1,1,-1,-1,1,-1,1,-1,-1
29,-1,-1,-1,1,1,-1,1,-1,-1
93,1,-1,-1,1,1,-1,1,-1,-1
11,-1,1,-1,1,1,-1,1,-1,-1
11,1,1,-1,1,1,-1,1,-1,-1
8,1,-1,1,1,1,-1,1,-1,-1
1,-1,1,1,1,1,-1,1,-1,-1
8,1,1,1,1,1,-1,1,-1,-1
15,-1,-1,-1,-1,-1,1,1,-1,-1
8,1,-1,-1,-1,-1,1,1,-1,-1
1,-1,1,-1,-1,-1,1,1,-1,-1
1,1,1,-1,-1,-1,1,1,-1,-1
4,-1,-1,1,-1,-1,1,1,-1,-1
7,1,-1,1,-1,-1,1,1,-1,-1
1,1,1,1,-1,-1,1,1,-1,-1
20,-1,-1,-1,1,-1,1,1,-1,-1
88,1,-1,-1,1,-1,1,1,-1,-1
1,-1,1,-1,1,-1,1,1,-1,-1
1,1,1,-1,1,-1,1,1,-1,-1
3,-1,-1,1,1,-1,1,1,-1,-1
95,1,-1,1,1,-1,1,1,-1,-1
2,-1,1,1,1,-1,1,1,-1,-1
11,1,1,1,1,-1,1,1,-1,-1
2,-1,-1,-1,-1,1,1,1,-1,-1
1,-1,1,-1,-1,1,1,1,-1,-1
1,1,-1,1,-1,1,1,1,-1,-1
1,-1,1,1,-1,1,1,1,-1,-1
2,1,1,1,-1,1,1,1,-1,-1
20,-1,-1,-1,1,1,1,1,-1,-1
95,1,-1,-1,1,1,1,1,-1,-1
9,-1,1,-1,1,1,1,1,-1,-1
11,1,1,-1,1,1,1,1,-1,-1
4,-1,-1,1,1,1,1,1,-1,-1
88,1,-1,1,1,1,1,1,-1,-1
8,-1,1,1,1,1,1,1,-1,-1
65,1,1,1,1,1,1,1,-1,-1
642,-1,-1,-1,-1,-1,-1,-1,1,-1
50,1,-1,-1,-1,-1,-1,-1,1,-1
175,-1,1,-1,-1,-1,-1,-1,1,-1
9,1,1,-1,-1,-1,-1,-1,1,-1
9,-1,-1,1,-1,-1,-1,-1,1,-1
6,1,-1,1,-1,-1,-1,-1,1,-1
25,-1,1,1,-1,-1,-1,-1,1,-1
3,1,1,1,-1,-1,-1,-1,1,-1
18,-1,-1,-1,1,-1,-1,-1,1,-1
13,1,-1,-1,1,-1,-1,-1,1,-1
7,-1,1,-1,1,-1,-1,-1,1,-1
1,-1,-1,1,1,-1,-1,-1,1,-1
1,-1,1,1,1,-1,-1,-1,1,-1
1,1,1,1,1,-1,-1,-1,1,-1
88,-1,-1,-1,-1,1,-1,-1,1,-1
5,1,-1,-1,-1,1,-1,-1,1,-1
173,-1,1,-1,-1,1,-1,-1,1,-1
6,1,1,-1,-1,1,-1,-1,1,-1
3,-1,-1,1,-1,1,-1,-1,1,-1
2,1,-1,1,-1,1,-1,-1,1,-1
17,-1,1,1,-1,1,-1,-1,1,-1
5,1,1,1,-1,1,-1,-1,1,-1
9,-1,-1,-1,1,1,-1,-1,1,-1
15,1,-1,-1,1,1,-1,-1,1,-1
42,-1,1,-1,1,1,-1,-1,1,-1
10,1,1,-1,1,1,-1,-1,1,-1
2,1,-1,1,1,1,-1,-1,1,-1
2,-1,1,1,1,1,-1,-1,1,-1
8,1,1,1,1,1,-1,-1,1,-1
12,-1,-1,-1,-1,-1,1,-1,1,-1
1,1,-1,-1,-1,-1,1,-1,1,-1
1,-1,1,-1,-1,-1,1,-1,1,-1
2,-1,-1,1,-1,-1,1,-1,1,-1
2,1,-1,1,-1,-1,1,-1,1,-1
7,-1,1,1,-1,-1,1,-1,1,-1
5,-1,-1,-1,1,-1,1,-1,1,-1
1,1,-1,-1,1,-1,1,-1,1,-1
1,-1,1,-1,1,-1,1,-1,1,-1
1,-1,-1,1,1,-1,1,-1,1,-1
1,1,1,1,1,-1,1,-1,1,-1
10,-1,-1,-1,-1,1,1,-1,1,-1
22,-1,1,-1,-1,1,1,-1,1,-1
1,1,1,-1,-1,1,1,-1,1,-1
4,-1,-1,1,-1,1,1,-1,1,-1
18,-1,1,1,-1,1,1,-1,1,-1
3,1,1,1,-1,1,1,-1,1,-1
26,-1,-1,-1,1,1,1,-1,1,-1
14,1,-1,-1,1,1,1,-1,1,-1
44,-1,1,-1,1,1,1,-1,1,-1
18,1,1,-1,1,1,1,-1,1,-1
4,-1,-1,1,1,1,1,-1,1,-1
14,1,-1,1,1,1,1,-1,1,-1
35,-1,1,1,1,1,1,-1,1,-1
71,1,1,1,1,1,1,-1,1,-1
83,-1,-1,-1,-1,-1,-1,1,1,-1
44,1,-1,-1,-1,-1,-1,1,1,-1
25,-1,1,-1,-1,-1,-1,1,1,-1
9,1,-1,1,-1,-1,-1,1,1,-1
2,-1,1,1,-1,-1,-1,1,1,-1
10,1,1,1,-1,-1,-1,1,1,-1
25,-1,-1,-1,1,-1,-1,1,1,-1
80,1,-1,-1,1,-1,-1,1,1,-1
4,-1,1,-1,1,-1,-1,1,1,-1
14,1,1,-1,1,-1,-1,1,1,-1
11,1,-1,1,1,-1,-1,1,1,-1
8,1,1,1,1,-1,-1,1,1,-1
12,-1,-1,-1,-1,1,-1,1,1,-1
3,1,-1,-1,-1,1,-1,1,1,-1
18,-1,1,-1,-1,1,-1,1,1,-1
6,1,1,-1,-1,1,-1,1,1,-1
3,1,-1,1,-1,1,-1,1,1,-1
1,-1,1,1,-1,1,-1,1,1,-1
10,1,1,1,-1,1,-1,1,1,-1
27,-1,-1,-1,1,1,-1,1,1,-1
78,1,-1,-1,1,1,-1,1,1,-1
41,-1,1,-1,1,1,-1,1,1,-1
76,1,1,-1,1,1,-1,1,1,-1
15,1,-1,1,1,1,-1,1,1,-1
7,-1,1,1,1,1,-1,1,1,-1
77,1,1,1,1,1,-1,1,1,-1
2,-1,-1,-1,-1,-1,1,1,1,-1
2,1,-1,-1,-1,-1,1,1,1,-1
2,1,-1,1,-1,-1,1,1,1,-1
3,-1,-1,-1,1,-1,1,1,1,-1
19,1,-1,-1,1,-1,1,1,1,-1
1,-1,1,-1,1,-1,1,1,1,-1
2,1,1,-1,1,-1,1,1,1,-1
1,-1,-1,1,1,-1,1,1,1,-1
9,1,-1,1,1,-1,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,-1
8,1,1,1,1,-1,1,1,1,-1
1,-1,-1,-1,-1,1,1,1,1,-1
1,-1,1,-1,-1,1,1,1,1,-1
1,-1,-1,1,-1,1,1,1,1,-1
1,1,-1,1,-1,1,1,1,1,-1
2,-1,1,1,-1,1,1,1,1,-1
6,1,1,1,-1,1,1,1,1,-1
30,-1,-1,-1,1,1,1,1,1,-1
89,1,-1,-1,1,1,1,1,1,-1
44,-1,1,-1,1,1,1,1,1,-1
71,1,1,-1,1,1,1,1,1,-1
93,1,-1,1,1,1,1,1,1,-1
32,-1,1,1,1,1,1,1,1,-1
519,1,1,1,1,1,1,1,1,-1
671,-1,-1,-1,-1,-1,-1,-1,-1,1
41,1,-1,-1,-1,-1,-1,-1,-1,1
23,-1,1,-1,-1,-1,-1,-1,-1,1
100,-1,-1,1,-1,-1,-1,-1,-1,1
41,1,-1,1,-1,-1,-1,-1,-1,1
26,-1,1,1,-1,-1,-1,-1,-1,1
7,1,1,1,-1,-1,-1,-1,-1,1
23,-1,-1,-1,1,-1,-1,-1,-1,1
10,1,-1,-1,1,-1,-1,-1,-1,1
1,-1,1,-1,1,-1,-1,-1,-1,1
6,-1,-1,1,1,-1,-1,-1,-1,1
14,1,-1,1,1,-1,-1,-1,-1,1
1,-1,1,1,1,-1,-1,-1,-1,1
1,1,1,1,1,-1,-1,-1,-1,1
10,-1,-1,-1,-1,1,-1,-1,-1,1
3,-1,1,-1,-1,1,-1,-1,-1,1
2,-1,1,1,-1,1,-1,-1,-1,1
3,-1,-1,-1,1,1,-1,-1,-1,1
1,1,1,-1,1,1,-1,-1,-1,1
1,-1,-1,1,1,1,-1,-1,-1,1
5,1,-1,1,1,1,-1,-1,-1,1
1,-1,1,1,1,1,-1,-1,-1,1
2,1,1,1,1,1,-1,-1,-1,1
85,-1,-1,-1,-1,-1,1,-1,-1,1
14,1,-1,-1,-1,-1,1,-1,-1,1
1,-1,1,-1,-1,-1,1,-1,-1,1
79,-1,-1,1,-1,-1,1,-1,-1,1
46,1,-1,1,-1,-1,1,-1,-1,1
22,-1,1,1,-1,-1,1,-1,-1,1
7,1,1,1,-1,-1,1,-1,-1,1
20,-1,-1,-1,1,-1,1,-1,-1,1
20,1,-1,-1,1,-1,1,-1,-1,1
3,-1,1,-1,1,-1,1,-1,-1,1
23,-1,-1,1,1,-1,1,-1,-1,1
95,1,-1,1,1,-1,1,-1,-1,1
4,-1,1,1,1,-1,1,-1,-1,1
13,1,1,1,1,-1,1,-1,-1,1
15,-1,-1,-1,-1,1,1,-1,-1,1
1,1,-1,-1,-1,1,1,-1,-1,1
4,-1,1,-1,-1,1,1,-1,-1,1
17,-1,-1,1,-1,1,1,-1,-1,1
8,1,-1,1,-1,1,1,-1,-1,1
27,-1,1,1,-1,1,1,-1,-1,1
1,1,1,1,-1,1,1,-1,-1,1
21,-1,-1,-1,1,1,1,-1,-1,1
13,1,-1,-1,1,1,1,-1,-1,1
3,-1,1,-1,1,1,1,-1,-1,1
1,1,1,-1,1,1,1,-1,-1,1
32,-1,-1,1,1,1,1,-1,-1,1
100,1,-1,1,1,1,1,-1,-1,1
48,-1,1,1,1,1,1,-1,-1,1
70,1,1,1,1,1,1,-1,-1,1
83,-1,-1,-1,-1,-1,-1,1,-1,1
40,1,-1,-1,-1,-1,-1,1,-1,1
4,-1,1,-1,-1,-1,-1,1,-1,1
17,-1,-1,1,-1,-1,-1,1,-1,1
50,1,-1,1,-1,-1,-1,1,-1,1
3,-1,1,1,-1,-1,-1,1,-1,1
7,1,1,1,-1,-1,-1,1,-1,1
21,-1,-1,-1,1,-1,-1,1,-1,1
89,1,-1,-1,1,-1,-1,1,-1,1
2,-1,1,-1,1,-1,-1,1,-1,1
2,1,1,-1,1,-1,-1,1,-1,1
3,-1,-1,1,1,-1,-1,1,-1,1
102,1,-1,1,1,-1,-1,1,-1,1
1,-1,1,1,1,-1,-1,1,-1,1
11,1,1,1,1,-1,-1,1,-1,1
4,-1,-1,-1,-1,1,-1,1,-1,1
1,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,1,-1,1,-1,1,-1,1
3,-1,-1,-1,1,1,-1,1,-1,1
8,1,-1,-1,1,1,-1,1,-1,1
2,-1,1,-1,1,1,-1,1,-1,1
14,1,-1,1,1,1,-1,1,-1,1
1,-1,1,1,1,1,-1,1,-1,1
10,1,1,1,1,1,-1,1,-1,1
17,-1,-1,-1,-1,-1,1,1,-1,1
11,1,-1,-1,-1,-1,1,1,-1,1
1,-1,1,-1,-1,-1,1,1,-1,1
13,-1,-1,1,-1,-1,1,1,-1,1
45,1,-1,1,-1,-1,1,1,-1,1
4,-1,1,1,-1,-1,1,1,-1,1
7,1,1,1,-1,-1,1,1,-1,1
31,-1,-1,-1,1,-1,1,1,-1,1
81,1,-1,-1,1,-1,1,1,-1,1
2,1,1,-1,1,-1,1,1,-1,1
26,-1,-1,1,1,-1,1,1,-1,1
656,1,-1,1,1,-1,1,1,-1,1
5,-1,1,1,1,-1,1,1,-1,1
65,1,1,1,1,-1,1,1,-1,1
3,1,-1,-1,-1,1,1,1,-1,1
2,-1,-1,1,-1,1,1,1,-1,1
7,1,-1,1,-1,1,1,1,-1,1
6,-1,1,1,-1,1,1,1,-1,1
10,1,1,1,-1,1,1,1,-1,1
26,-1,-1,-1,1,1,1,1,-1,1
100,1,-1,-1,1,1,1,1,-1,1
4,-1,1,-1,1,1,1,1,-1,1
5,1,1,-1,1,1,1,1,-1,1
19,-1,-1,1,1,1,1,1,-1,1
655,1,-1,1,1,1,1,1,-1,1
43,-1,1,1,1,1,1,1,-1,1
534,1,1,1,1,1,1,1,-1,1
85,-1,-1,-1,-1,-1,-1,-1,1,1
5,1,-1,-1,-1,-1,-1,-1,1,1
31,-1,1,-1,-1,-1,-1,-1,1,1
14,-1,-1,1,-1,-1,-1,-1,1,1
5,1,-1,1,-1,-1,-1,-1,1,1
22,-1,1,1,-1,-1,-1,-1,1,1
3,1,1,1,-1,-1,-1,-1,1,1
3,-1,-1,-1,1,-1,-1,-1,1,1
2,1,-1,-1,1,-1,-1,-1,1,1
1,-1,1,-1,1,-1,-1,-1,1,1
1,1,-1,1,1,-1,-1,-1,1,1
2,1,1,1,1,-1,-1,-1,1,1
12,-1,-1,-1,-1,1,-1,-1,1,1
1,1,-1,-1,-1,1,-1,-1,1,1
11,-1,1,-1,-1,1,-1,-1,1,1
1,-1,-1,1,-1,1,-1,-1,1,1
1,1,-1,1,-1,1,-1,-1,1,1
22,-1,1,1,-1,1,-1,-1,1,1
6,1,1,1,-1,1,-1,-1,1,1
2,-1,-1,-1,1,1,-1,-1,1,1
1,1,-1,-1,1,1,-1,-1,1,1
1,-1,1,-1,1,1,-1,-1,1,1
1,1,1,-1,1,1,-1,-1,1,1
1,1,-1,1,1,1,-1,-1,1,1
4,-1,1,1,1,1,-1,-1,1,1
12,1,1,1,1,1,-1,-1,1,1
9,-1,-1,-1,-1,-1,1,-1,1,1
2,-1,1,-1,-1,-1,1,-1,1,1
5,-1,-1,1,-1,-1,1,-1,1,1
6,1,-1,1,-1,-1,1,-1,1,1
24,-1,1,1,-1,-1,1,-1,1,1
5,1,1,1,-1,-1,1,-1,1,1
3,-1,-1,-1,1,-1,1,-1,1,1
2,1,-1,-1,1,-1,1,-1,1,1
2,-1,1,-1,1,-1,1,-1,1,1
4,-1,-1,1,1,-1,1,-1,1,1
17,1,-1,1,1,-1,1,-1,1,1
9,-1,1,1,1,-1,1,-1,1,1
11,1,1,1,1,-1,1,-1,1,1
16,-1,-1,-1,-1,1,1,-1,1,1
3,1,-1,-1,-1,1,1,-1,1,1
20,-1,1,-1,-1,1,1,-1,1,1
1,1,1,-1,-1,1,1,-1,1,1
19,-1,-1,1,-1,1,1,-1,1,1
10,1,-1,1,-1,1,1,-1,1,1
158,-1,1,1,-1,1,1,-1,1,1
36,1,1,1,-1,1,1,-1,1,1
21,-1,-1,-1,1,1,1,-1,1,1
13,1,-1,-1,1,1,1,-1,1,1
30,-1,1,-1,1,1,1,-1,1,1
8,1,1,-1,1,1,1,-1,1,1
20,-1,-1,1,1,1,1,-1,1,1
75,1,-1,1,1,1,1,-1,1,1
292,-1,1,1,1,1,1,-1,1,1
527,1,1,1,1,1,1,-1,1,1
79,-1,-1,-1,-1,-1,-1,1,1,1
55,1,-1,-1,-1,-1,-1,1,1,1
20,-1,1,-1,-1,-1,-1,1,1,1
2,1,1,-1,-1,-1,-1,1,1,1
8,-1,-1,1,-1,-1,-1,1,1,1
45,1,-1,1,-1,-1,-1,1,1,1
25,-1,1,1,-1,-1,-1,1,1,1
34,1,1,1,-1,-1,-1,1,1,1
11,-1,-1,-1,1,-1,-1,1,1,1
94,1,-1,-1,1,-1,-1,1,1,1
5,-1,1,-1,1,-1,-1,1,1,1
13,1,1,-1,1,-1,-1,1,1,1
2,-1,-1,1,1,-1,-1,1,1,1
79,1,-1,1,1,-1,-1,1,1,1
7,-1,1,1,1,-1,-1,1,1,1
57,1,1,1,1,-1,-1,1,1,1
15,-1,-1,-1,-1,1,-1,1,1,1
5,1,-1,-1,-1,1,-1,1,1,1
33,-1,1,-1,-1,1,-1,1,1,1
5,1,1,-1,-1,1,-1,1,1,1
3,-1,-1,1,-1,1,-1,1,1,1
5,1,-1,1,-1,1,-1,1,1,1
17,-1,1,1,-1,1,-1,1,1,1
42,1,1,1,-1,1,-1,1,1,1
33,-1,-1,-1,1,1,-1,1,1,1
80,1,-1,-1,1,1,-1,1,1,1
39,-1,1,-1,1,1,-1,1,1,1
68,1,1,-1,1,1,-1,1,1,1
89,1,-1,1,1,1,-1,1,1,1
43,-1,1,1,1,1,-1,1,1,1
542,1,1,1,1,1,-1,1,1,1
17,-1,-1,-1,-1,-1,1,1,1,1
7,1,-1,-1,-1,-1,1,1,1,1
2,-1,1,-1,-1,-1,1,1,1,1
1,1,1,-1,-1,-1,1,1,1,1
13,-1,-1,1,-1,-1,1,1,1,1
36,1,-1,1,-1,-1,1,1,1,1
23,-1,1,1,-1,-1,1,1,1,1
29,1,1,1,-1,-1,1,1,1,1
11,-1,-1,-1,1,-1,1,1,1,1
88,1,-1,-1,1,-1,1,1,1,1
5,-1,1,-1,1,-1,1,1,1,1
11,1,1,-1,1,-1,1,1,1,1
25,-1,-1,1,1,-1,1,1,1,1
662,1,-1,1,1,-1,1,1,1,1
40,-1,1,1,1,-1,1,1,1,1
554,1,1,1,1,-1,1,1,1,1
19,-1,-1,-1,-1,1,1,1,1,1
7,1,-1,-1,-1,1,1,1,1,1
26,-1,1,-1,-1,1,1,1,1,1
3,1,1,-1,-1,1,1,1,1,1
10,-1,-1,1,-1,1,1,1,1,1
45,1,-1,1,-1,1,1,1,1,1
175,-1,1,1,-1,1,1,1,1,1
322,1,1,1,-1,1,1,1,1,1
154,-1,-1,-1,1,1,1,1,1,1
653,1,-1,-1,1,1,1,1,1,1
310,-1,1,-1,1,1,1,1,1,1
590,1,1,-1,1,1,1,1,1,1
164,-1,-1,1,1,1,1,1,1,1
4848,1,-1,1,1,1,1,1,1,1
2116,-1,1,1,1,1,1,1,1,1
29276,1,1,1,1,1,1,1,1,1
